country_year;LOCATION;Country;SUBJECT;Subject;MEASURE;Measure;TIME;Time;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags;year_min1;Value_min1
Australia2006IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;102.8145;;;2005;100.934805
Australia2007IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;103.398119;;;2006;102.8145
Australia2008IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;99.801198;;;2007;103.398119
Australia2009IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;100.760728;;;2008;99.801198
Australia2010IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;100.760728
Australia2011IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;101.292665;;;2010;100
Australia2012IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;99.723975;;;2011;101.292665
Australia2013IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;98.852649;;;2012;99.723975
Australia2014IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;99.066718;;;2013;98.852649
Australia2015IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;97.872272;;;2014;99.066718
Australia2016IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;98.836271;;;2015;97.872272
Australia2017IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;98.858837;;;2016;98.836271
Australia2018IndexLabour utilisation (=hours worked per head of population);AUS;Australia;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;99.301991;E;Estimated value;2017;98.858837
Japan1970IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1970;1970;IDX;Index;0;Units;2010_100;2010=100;42.165049;;;1969;#N/A
Japan1971IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1971;1971;IDX;Index;0;Units;2010_100;2010=100;43.712292;;;1970;42.165049
Japan1972IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1972;1972;IDX;Index;0;Units;2010_100;2010=100;46.751812;;;1971;43.712292
Japan1973IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1973;1973;IDX;Index;0;Units;2010_100;2010=100;49.354448;;;1972;46.751812
Japan1974IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1974;1974;IDX;Index;0;Units;2010_100;2010=100;48.085934;;;1973;49.354448
Japan1975IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1975;1975;IDX;Index;0;Units;2010_100;2010=100;48.968004;;;1974;48.085934
Japan1976IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1976;1976;IDX;Index;0;Units;2010_100;2010=100;50.350112;;;1975;48.968004
Japan1977IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1977;1977;IDX;Index;0;Units;2010_100;2010=100;52.048338;;;1976;50.350112
Japan1978IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1978;1978;IDX;Index;0;Units;2010_100;2010=100;54.296438;;;1977;52.048338
Japan1979IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1979;1979;IDX;Index;0;Units;2010_100;2010=100;56.799594;;;1978;54.296438
Japan1980IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1980;1980;IDX;Index;0;Units;2010_100;2010=100;57.939975;;;1979;56.799594
Japan1981IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1981;1981;IDX;Index;0;Units;2010_100;2010=100;59.947666;;;1980;57.939975
Japan1982IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1982;1982;IDX;Index;0;Units;2010_100;2010=100;61.502531;;;1981;59.947666
Japan1983IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1983;1983;IDX;Index;0;Units;2010_100;2010=100;63.238922;;;1982;61.502531
Japan1984IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1984;1984;IDX;Index;0;Units;2010_100;2010=100;65.663508;;;1983;63.238922
Japan1985IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1985;1985;IDX;Index;0;Units;2010_100;2010=100;68.675223;;;1984;65.663508
Japan1986IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1986;1986;IDX;Index;0;Units;2010_100;2010=100;70.603348;;;1985;68.675223
Japan1987IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1987;1987;IDX;Index;0;Units;2010_100;2010=100;73.593115;;;1986;70.603348
Japan1988IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1988;1988;IDX;Index;0;Units;2010_100;2010=100;78.262461;;;1987;73.593115
Japan1989IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1989;1989;IDX;Index;0;Units;2010_100;2010=100;81.758083;;;1988;78.262461
Japan1990IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1990;1990;IDX;Index;0;Units;2010_100;2010=100;85.476599;;;1989;81.758083
Japan1991IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1991;1991;IDX;Index;0;Units;2010_100;2010=100;88.048729;;;1990;85.476599
Japan1992IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1992;1992;IDX;Index;0;Units;2010_100;2010=100;88.463264;;;1991;88.048729
Japan1993IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;87.743766;;;1992;88.463264
Japan1994IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;88.489049;;;1993;87.743766
Japan1995IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;90.683608;;;1994;88.489049
Japan1996IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;93.290274;;;1995;90.683608
Japan1997IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;94.06963;;;1996;93.290274
Japan1998IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;92.75933;;;1997;94.06963
Japan1999IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;92.351659;;;1998;92.75933
Japan2000IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;94.736089;;;1999;92.351659
Japan2001IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;94.895826;;;2000;94.736089
Japan2002IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;94.807936;;;2001;94.895826
Japan2003IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;96.080336;;;2002;94.807936
Japan2004IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;98.12173;;;2003;96.080336
Japan2005IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;99.736774;;;2004;98.12173
Japan2006IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;101.087368;;;2005;99.736774
Japan2007IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;102.645523;;;2006;101.087368
Japan2008IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;101.471516;;;2007;102.645523
Japan2009IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;95.983645;;;2008;101.471516
Japan2010IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;95.983645
Japan2011IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;100.050231;;;2010;100
Japan2012IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;101.768188;;;2011;100.050231
Japan2013IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;103.982356;;;2012;101.768188
Japan2014IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;104.430228;;;2013;103.982356
Japan2015IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;105.833734;;;2014;104.430228
Japan2016IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;106.626837;;;2015;105.833734
Japan2017IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;108.878122;;;2016;106.626837
Japan2018IndexGDP per capita, constant prices ;JPN;Japan;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;109.964293;;;2017;108.878122
Estonia1993IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;46.258892;;;1992;#N/A
Estonia1994IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;46.555739;;;1993;46.258892
Estonia1995IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;49.634349;;;1994;46.555739
Estonia1996IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;53.116785;;;1995;49.634349
Estonia1997IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;60.194763;;;1996;53.116785
Estonia1998IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;63.253485;;;1997;60.194763
Estonia1999IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;63.34378;;;1998;63.253485
Estonia2000IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;68.933424;;;1999;63.34378
Estonia2001IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;73.748628;;;2000;68.933424
Estonia2002IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;78.750099;;;2001;73.748628
Estonia2003IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;85.100878;;;2002;78.750099
Estonia2004IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;91.046999;;;2003;85.100878
Estonia2005IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;100.123761;;;2004;91.046999
Estonia2006IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;111.078639;;;2005;100.123761
Estonia2007IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;120.380397;;;2006;111.078639
Estonia2008IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;114.239245;;;2007;120.380397
Estonia2009IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;97.615119;;;2008;114.239245
Estonia2010IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;97.615119
Estonia2011IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;107.888607;;;2010;100
Estonia2012IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;112.917787;;;2011;107.888607
Estonia2013IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;115.540425;;;2012;112.917787
Estonia2014IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;119.275409;;;2013;115.540425
Estonia2015IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;121.773351;;;2014;119.275409
Estonia2016IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;125.773142;;;2015;121.773351
Estonia2017IndexGDP per capita, constant prices ;EST;Estonia;T_GDPPOP_V;GDP per capita, constant prices ;2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;131.911623;;;2016;125.773142
